original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name,true_category_name
6428,987678360,13,0.89748496,1140,Modélisme,Catégorie 1140
6429,1158708834,1302,0.23471028,2403,Jeux et accessoires de plein air,Lots livres et magazines
6430,1215403232,128,0.78886193,1180,Jouets enfant,Catégorie 1180
6431,1242119585,128,0.34480357,1281,Jouets enfant,Jeux enfant
6432,1273751118,222,0.57271713,1920,Animalerie,Catégorie 1920
6433,1213877652,2705,0.41560075,10,Livres neufs,Catégorie 10
6434,1246136680,2403,0.72738,2403,Lots livres et magazines,Lots livres et magazines
6435,1002217451,2403,0.3089824,2280,Lots livres et magazines,Catégorie 2280
6436,1281518989,2403,0.35396948,2403,Lots livres et magazines,Lots livres et magazines
6437,1271435726,156,0.86585414,1301,Mobilier,Lingerie enfant et jeu de bar
6438,1215431008,206,0.41494125,1280,Décoration,Catégorie 1280
6439,1287373090,222,0.9757529,1920,Animalerie,Catégorie 1920
6440,1048473777,13,0.8504956,1140,Modélisme,Catégorie 1140
6441,1249535476,2583,0.63983804,2583,Piscine et accessoires,Piscine et accessoires
6442,1155280727,2403,0.18826959,2403,Lots livres et magazines,Lots livres et magazines
6443,1161170182,2585,0.2909858,2585,Outillage de jardin,Outillage de jardin
6444,983735920,2522,0.19114909,2522,Fournitures papeterie,Fournitures papeterie
6445,1313289103,192,0.5619491,1560,Linge de maison,Catégorie 1560
6446,905342988,114,0.9413745,1160,Objets pop culture,Catégorie 1160
6447,915097341,1281,0.10712946,2585,Jeux enfant,Outillage de jardin
6448,1270130093,2705,0.5476028,2705,Livres neufs,Livres neufs
6449,1185873989,2462,0.6212994,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
6450,1174590151,2583,0.9503367,2583,Piscine et accessoires,Piscine et accessoires
6451,1188469988,2583,0.59276116,2583,Piscine et accessoires,Piscine et accessoires
6452,1294107184,192,0.40103433,1300,Linge de maison,Catégorie 1300
6453,1289816032,132,0.81571186,1300,Puériculture,Catégorie 1300
6454,1029823118,13,0.99671113,1140,Modélisme,Catégorie 1140
6455,908293055,1,0.7496451,10,Livres occasion,Catégorie 10
6456,1249535856,2582,0.2925215,2583,Mobilier et accessoires de jardin,Piscine et accessoires
6457,849169981,114,0.87999576,1160,Objets pop culture,Catégorie 1160
6458,862558471,13,0.23580478,1140,Modélisme,Catégorie 1140
6459,1192043140,5,0.9596992,50,Accessoires gaming,Catégorie 50
6460,1317019623,1281,0.17940675,2583,Jeux enfant,Piscine et accessoires
6461,1267983102,132,0.51402396,1300,Puériculture,Catégorie 1300
6462,1311690762,222,0.9310104,2060,Animalerie,Catégorie 2060
6463,1277781909,192,0.19543682,1560,Linge de maison,Catégorie 1560
6464,1287294264,1281,0.90077674,2060,Jeux enfant,Catégorie 2060
6465,971106575,2462,0.9653108,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
6466,1310048655,132,0.8586596,1300,Puériculture,Catégorie 1300
6467,1119920097,2403,0.8109354,2403,Lots livres et magazines,Lots livres et magazines
6468,1190251517,2582,0.27801844,2583,Mobilier et accessoires de jardin,Piscine et accessoires
6469,1315709825,192,0.45862976,2060,Linge de maison,Catégorie 2060
6470,882094487,114,0.9683648,1160,Objets pop culture,Catégorie 1160
6471,1086762446,2403,0.8274074,2403,Lots livres et magazines,Lots livres et magazines
6472,1243392063,2583,0.98104334,2583,Piscine et accessoires,Piscine et accessoires
6473,1282527446,132,0.5008549,1300,Puériculture,Catégorie 1300
6474,1287928965,194,0.844207,1320,Épicerie,Catégorie 1320
6475,1142001942,5,0.37657267,2060,Accessoires gaming,Catégorie 2060
6476,1217919166,1,0.7415766,2403,Livres occasion,Lots livres et magazines
6477,1192151282,194,0.9820853,1320,Épicerie,Catégorie 1320
6478,1016657537,128,0.40363565,1320,Jouets enfant,Catégorie 1320
6479,1288094425,194,0.37531593,1320,Épicerie,Catégorie 1320
6480,1101500911,2462,0.99035114,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
6481,1257558788,118,0.29026437,1560,Jeux de rôle et figurines,Catégorie 1560
6482,1271061626,132,0.5422278,1300,Puériculture,Catégorie 1300
6483,1308928884,2522,0.45532727,2522,Fournitures papeterie,Fournitures papeterie
6484,1317551298,1281,0.569887,2060,Jeux enfant,Catégorie 2060
6485,1113763714,192,0.23931251,1302,Linge de maison,Jeux et accessoires de plein air
6486,1128523995,1302,0.53665966,2403,Jeux et accessoires de plein air,Lots livres et magazines
6487,1269220639,194,0.9452923,1320,Épicerie,Catégorie 1320
6488,1307839142,194,0.27556065,1300,Épicerie,Catégorie 1300
6489,1198580500,132,0.3762626,2462,Puériculture,Console et Jeux vidéos occasion
6490,1171993172,2585,0.36824715,2585,Outillage de jardin,Outillage de jardin
6491,1226938835,2462,0.5109363,1140,Console et Jeux vidéos occasion,Catégorie 1140
6492,1259318986,222,0.72216946,1920,Animalerie,Catégorie 1920
6493,1265087097,1281,0.5126246,1560,Jeux enfant,Catégorie 1560
6494,1272081951,1301,0.9922828,2220,Lingerie enfant et jeu de bar,Catégorie 2220
6495,1262336894,192,0.77339053,2585,Linge de maison,Outillage de jardin
6496,1038475817,5,0.7325639,50,Accessoires gaming,Catégorie 50
6497,917715836,114,0.95984095,1160,Objets pop culture,Catégorie 1160
6498,1323720223,1281,0.57899535,2060,Jeux enfant,Catégorie 2060
6499,1289110101,128,0.4110022,1280,Jouets enfant,Catégorie 1280
6500,1251743995,2522,0.9652031,2522,Fournitures papeterie,Fournitures papeterie
6501,1300217462,222,0.9579741,1920,Animalerie,Catégorie 1920
6502,1027841810,2403,0.6617682,2403,Lots livres et magazines,Lots livres et magazines
6503,1148727975,2522,0.1408929,2060,Fournitures papeterie,Catégorie 2060
6504,905682500,1302,0.9113618,2280,Jeux et accessoires de plein air,Catégorie 2280
6505,890490482,1,0.07286433,10,Livres occasion,Catégorie 10
6506,1195664969,2705,0.8109895,2403,Livres neufs,Lots livres et magazines
6507,850168643,114,0.9749668,1160,Objets pop culture,Catégorie 1160
6508,1118390598,192,0.7521839,1302,Linge de maison,Jeux et accessoires de plein air
6509,1027188651,1302,0.98971426,2280,Jeux et accessoires de plein air,Catégorie 2280
6510,941621978,2583,0.8305009,2583,Piscine et accessoires,Piscine et accessoires
6511,1293807673,13,0.28036818,1140,Modélisme,Catégorie 1140
6512,1301559924,118,0.66600496,1300,Jeux de rôle et figurines,Catégorie 1300
6513,1133417469,2403,0.9801866,2403,Lots livres et magazines,Lots livres et magazines
6514,1047849684,114,0.97922873,1160,Objets pop culture,Catégorie 1160
6515,987674203,13,0.94911975,1140,Modélisme,Catégorie 1140
6516,1092761806,2462,0.28618646,40,Console et Jeux vidéos occasion,Catégorie 40
6517,1168888011,132,0.83640903,1300,Puériculture,Catégorie 1300
6518,1267993101,1281,0.20813353,2060,Jeux enfant,Catégorie 2060
6519,1061587266,194,0.3363474,1320,Épicerie,Catégorie 1320
6520,958610030,2403,0.8990726,2403,Lots livres et magazines,Lots livres et magazines
6521,1044113981,13,0.96673286,1140,Modélisme,Catégorie 1140
6522,1162496134,4,0.29871842,40,Jeux consoles neuf,Catégorie 40
6523,1127369302,2705,0.7030037,2705,Livres neufs,Livres neufs
6524,1225887092,2583,0.967949,2583,Piscine et accessoires,Piscine et accessoires
6525,1297988175,2403,0.5524221,2403,Lots livres et magazines,Lots livres et magazines
6526,1209388779,194,0.64598113,1320,Épicerie,Catégorie 1320
6527,1268742348,206,0.507875,2582,Décoration,Mobilier et accessoires de jardin
6528,987633143,13,0.4748163,1140,Modélisme,Catégorie 1140
6529,1253465565,1281,0.8495942,1320,Jeux enfant,Catégorie 1320
6530,1181337401,2585,0.24927273,2582,Outillage de jardin,Mobilier et accessoires de jardin
6531,999711923,13,0.9926004,1140,Modélisme,Catégorie 1140
6532,1267299071,206,0.9380876,1560,Décoration,Catégorie 1560
6533,1106717097,228,0.3515575,2220,Journaux et revues occasion,Catégorie 2220
6534,1257396693,1281,0.7029885,1320,Jeux enfant,Catégorie 1320
6535,1076417137,114,0.92390335,1160,Objets pop culture,Catégorie 1160
6536,1177204516,1301,0.67284685,2220,Lingerie enfant et jeu de bar,Catégorie 2220
6537,1026884443,1302,0.9361775,2280,Jeux et accessoires de plein air,Catégorie 2280
6538,1243659121,2583,0.95837075,2583,Piscine et accessoires,Piscine et accessoires
6539,1237461304,192,0.7671092,1302,Linge de maison,Jeux et accessoires de plein air
6540,1282768944,132,0.49763456,1300,Puériculture,Catégorie 1300
6541,687397410,114,0.5771027,1160,Objets pop culture,Catégorie 1160
6542,1273045281,222,0.9372073,1920,Animalerie,Catégorie 1920
6543,1317520118,1281,0.98918253,2060,Jeux enfant,Catégorie 2060
6544,1274272996,1281,0.4862953,2060,Jeux enfant,Catégorie 2060
6545,1300145121,2522,0.3759932,2522,Fournitures papeterie,Fournitures papeterie
6546,1273142133,206,0.9661844,1560,Décoration,Catégorie 1560
6547,874754937,4,0.1767698,40,Jeux consoles neuf,Catégorie 40
6548,1312708548,194,0.5374642,1320,Épicerie,Catégorie 1320
6549,1126898311,2705,0.8961552,2705,Livres neufs,Livres neufs
6550,998293303,118,0.19005442,1320,Jeux de rôle et figurines,Catégorie 1320
6551,844573228,4,0.83950955,40,Jeux consoles neuf,Catégorie 40
6552,1040712594,2583,0.82968205,2583,Piscine et accessoires,Piscine et accessoires
6553,1127102188,2705,0.22795194,1180,Livres neufs,Catégorie 1180
6554,1317977750,206,0.9849241,1560,Décoration,Catégorie 1560
6555,1308314204,194,0.93961066,1320,Épicerie,Catégorie 1320
6556,1278946527,2403,0.61249226,1920,Lots livres et magazines,Catégorie 1920
6557,1172791575,2583,0.53935146,2583,Piscine et accessoires,Piscine et accessoires
6558,862781965,194,0.7758312,1140,Épicerie,Catégorie 1140
6559,1159509661,194,0.49454507,1300,Épicerie,Catégorie 1300
6560,1254162072,2583,0.6077991,2583,Piscine et accessoires,Piscine et accessoires
6561,970088248,4,0.9438489,40,Jeux consoles neuf,Catégorie 40
6562,1265905254,2582,0.30430484,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6563,1275687064,128,0.48437592,1281,Jouets enfant,Jeux enfant
6564,1222015314,5,0.4329354,2462,Accessoires gaming,Console et Jeux vidéos occasion
6565,1273232798,222,0.9714812,1920,Animalerie,Catégorie 1920
6566,1294211112,132,0.5969564,1300,Puériculture,Catégorie 1300
6567,1123594908,13,0.32363686,1140,Modélisme,Catégorie 1140
6568,1244666963,206,0.24733832,2060,Décoration,Catégorie 2060
6569,1141937222,132,0.9089544,1280,Puériculture,Catégorie 1280
6570,916791659,2522,0.44017756,2522,Fournitures papeterie,Fournitures papeterie
6571,1255741866,222,0.9670901,1920,Animalerie,Catégorie 1920
6572,1124845088,194,0.3727111,1320,Épicerie,Catégorie 1320
6573,1282994430,132,0.388628,1280,Puériculture,Catégorie 1280
6574,1026982692,1302,0.98672915,2280,Jeux et accessoires de plein air,Catégorie 2280
6575,1283473921,194,0.38428333,1320,Épicerie,Catégorie 1320
6576,1200616728,2585,0.57287776,2583,Outillage de jardin,Piscine et accessoires
6577,1248866850,2522,0.8595875,2522,Fournitures papeterie,Fournitures papeterie
6578,1241431138,13,0.84319574,1140,Modélisme,Catégorie 1140
6579,1137704543,1302,0.33838204,2403,Jeux et accessoires de plein air,Lots livres et magazines
6580,1176065547,2583,0.9849508,2583,Piscine et accessoires,Piscine et accessoires
6581,1254098764,206,0.6072425,1560,Décoration,Catégorie 1560
6582,1174668444,2583,0.469819,2583,Piscine et accessoires,Piscine et accessoires
6583,1131849691,132,0.69670737,2583,Puériculture,Piscine et accessoires
6584,1283939266,222,0.9230232,1920,Animalerie,Catégorie 1920
6585,696299430,114,0.9878831,1160,Objets pop culture,Catégorie 1160
6586,1307816513,132,0.34690976,1300,Puériculture,Catégorie 1300
6587,1205983381,2582,0.20874877,1920,Mobilier et accessoires de jardin,Catégorie 1920
6588,1100075117,132,0.11119691,2905,Puériculture,Jeux PC en téléchargement
6589,1324230542,2585,0.18602683,1302,Outillage de jardin,Jeux et accessoires de plein air
6590,1309682600,2585,0.51304966,2585,Outillage de jardin,Outillage de jardin
6591,1143218488,2522,0.7979905,2522,Fournitures papeterie,Fournitures papeterie
6592,1312467181,1281,0.63672584,1920,Jeux enfant,Catégorie 1920
6593,1267300868,2582,0.6199066,1560,Mobilier et accessoires de jardin,Catégorie 1560
6594,1164498533,2583,0.7867088,2583,Piscine et accessoires,Piscine et accessoires
6595,1294410630,2522,0.38717723,2522,Fournitures papeterie,Fournitures papeterie
6596,1310105470,206,0.47705895,1560,Décoration,Catégorie 1560
6597,1158121136,6,0.14060742,2583,Consoles de jeux,Piscine et accessoires
6598,1275658441,1281,0.19834983,1281,Jeux enfant,Jeux enfant
6599,1004008060,13,0.93894106,1280,Modélisme,Catégorie 1280
6600,1305306743,206,0.99119335,1560,Décoration,Catégorie 1560
6601,1112216357,2705,0.96012974,2705,Livres neufs,Livres neufs
6602,1114385138,2705,0.86193955,2705,Livres neufs,Livres neufs
6603,1289038352,118,0.8744223,1280,Jeux de rôle et figurines,Catégorie 1280
6604,1273421166,222,0.9320412,1920,Animalerie,Catégorie 1920
6605,1236934325,2905,0.4943025,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
6606,1061546429,194,0.58225757,1320,Épicerie,Catégorie 1320
6607,1106023314,1,0.36076656,10,Livres occasion,Catégorie 10
6608,995102007,1301,0.3773989,2583,Lingerie enfant et jeu de bar,Piscine et accessoires
6609,1118539840,2583,0.94642293,2583,Piscine et accessoires,Piscine et accessoires
6610,1120622012,2585,0.6464339,2585,Outillage de jardin,Outillage de jardin
6611,917836020,1302,0.5676841,2280,Jeux et accessoires de plein air,Catégorie 2280
6612,1243371130,2403,0.9457975,2403,Lots livres et magazines,Lots livres et magazines
6613,1215227123,1302,0.44411847,1281,Jeux et accessoires de plein air,Jeux enfant
6614,911167079,192,0.16441113,2583,Linge de maison,Piscine et accessoires
6615,1007655456,1302,0.68959385,2280,Jeux et accessoires de plein air,Catégorie 2280
6616,1242874258,2705,0.4299831,2705,Livres neufs,Livres neufs
6617,1241209725,2403,0.2479276,2705,Lots livres et magazines,Livres neufs
6618,1204249861,128,0.7163007,1281,Jouets enfant,Jeux enfant
6619,1308922231,194,0.9205197,2522,Épicerie,Fournitures papeterie
6620,1220412613,206,0.7093628,1320,Décoration,Catégorie 1320
6621,1220606674,194,0.44223705,1320,Épicerie,Catégorie 1320
6622,1007210115,1,0.8875341,10,Livres occasion,Catégorie 10
6623,1313610325,1281,0.52302724,2060,Jeux enfant,Catégorie 2060
6624,1174585919,206,0.35585165,2583,Décoration,Piscine et accessoires
6625,1289135500,128,0.5246949,1280,Jouets enfant,Catégorie 1280
6626,1066930732,2583,0.9885886,2583,Piscine et accessoires,Piscine et accessoires
6627,1318899433,1281,0.28387263,2060,Jeux enfant,Catégorie 2060
6628,1252122420,1281,0.6047853,2060,Jeux enfant,Catégorie 2060
6629,1313743525,1281,0.9769022,2060,Jeux enfant,Catégorie 2060
6630,1276766579,206,0.3707623,2060,Décoration,Catégorie 2060
6631,1252119571,1281,0.5578545,2060,Jeux enfant,Catégorie 2060
6632,860911805,1,0.6587477,2280,Livres occasion,Catégorie 2280
6633,1022921799,2403,0.9974374,2403,Lots livres et magazines,Lots livres et magazines
6634,1107660166,2583,0.87360394,2583,Piscine et accessoires,Piscine et accessoires
6635,1318726222,192,0.63292587,1280,Linge de maison,Catégorie 1280
6636,844430440,2522,0.72456247,2522,Fournitures papeterie,Fournitures papeterie
6637,1301863844,1281,0.9307073,2060,Jeux enfant,Catégorie 2060
6638,1152292411,5,0.9749288,50,Accessoires gaming,Catégorie 50
6639,1002976355,2522,0.9103389,2522,Fournitures papeterie,Fournitures papeterie
6640,1262771449,2583,0.9811247,2583,Piscine et accessoires,Piscine et accessoires
6641,1311770330,1281,0.991254,2060,Jeux enfant,Catégorie 2060
6642,1103747633,2403,0.15049757,2403,Lots livres et magazines,Lots livres et magazines
6643,1283549750,2582,0.4135931,1320,Mobilier et accessoires de jardin,Catégorie 1320
6644,1241419584,116,0.628115,1140,Cartes de jeux,Catégorie 1140
6645,1301854208,118,0.46991837,1280,Jeux de rôle et figurines,Catégorie 1280
6646,964677404,114,0.99246395,1160,Objets pop culture,Catégorie 1160
6647,1313706517,132,0.852223,1300,Puériculture,Catégorie 1300
6648,1070092662,1,0.64360636,2403,Livres occasion,Lots livres et magazines
6649,1261369650,156,0.69730645,1301,Mobilier,Lingerie enfant et jeu de bar
6650,1305662921,1281,0.17803293,1281,Jeux enfant,Jeux enfant
6651,1141918692,114,0.9777373,1160,Objets pop culture,Catégorie 1160
6652,1131337419,114,0.98804355,1160,Objets pop culture,Catégorie 1160
6653,937053411,194,0.5677276,1320,Épicerie,Catégorie 1320
6654,1275715616,132,0.4408515,1281,Puériculture,Jeux enfant
6655,1100073811,2705,0.32344761,2905,Livres neufs,Jeux PC en téléchargement
6656,1300400656,2705,0.49868155,10,Livres neufs,Catégorie 10
6657,1094497802,5,0.5181506,50,Accessoires gaming,Catégorie 50
6658,1267980476,2585,0.51606244,1300,Outillage de jardin,Catégorie 1300
6659,1152424645,2905,0.28286177,1140,Jeux PC en téléchargement,Catégorie 1140
6660,1270032646,206,0.15887135,2060,Décoration,Catégorie 2060
6661,1269254318,118,0.1547304,2060,Jeux de rôle et figurines,Catégorie 2060
6662,1262580952,1281,0.7162857,2060,Jeux enfant,Catégorie 2060
6663,1267258799,2582,0.4510632,1560,Mobilier et accessoires de jardin,Catégorie 1560
6664,1219794755,2705,0.88817334,2705,Livres neufs,Livres neufs
6665,1263803163,222,0.9816683,1920,Animalerie,Catégorie 1920
6666,869834052,114,0.96775055,1160,Objets pop culture,Catégorie 1160
6667,895284291,1,0.9097486,10,Livres occasion,Catégorie 10
6668,1319385421,2522,0.470241,2583,Fournitures papeterie,Piscine et accessoires
6669,986808975,13,0.64066726,1180,Modélisme,Catégorie 1180
6670,1308882607,1281,0.5009099,2522,Jeux enfant,Fournitures papeterie
6671,1144474156,1281,0.3330451,1320,Jeux enfant,Catégorie 1320
6672,1289194937,2585,0.755236,2060,Outillage de jardin,Catégorie 2060
6673,1260365285,2582,0.4920284,1302,Mobilier et accessoires de jardin,Jeux et accessoires de plein air
6674,1264901043,2582,0.7032415,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6675,1237137251,1281,0.99873966,2060,Jeux enfant,Catégorie 2060
6676,1041183728,2522,0.8915886,2522,Fournitures papeterie,Fournitures papeterie
6677,1008215926,1302,0.76904553,2280,Jeux et accessoires de plein air,Catégorie 2280
6678,1308898633,2705,0.5493926,2705,Livres neufs,Livres neufs
6679,1324222218,1281,0.26939574,1302,Jeux enfant,Jeux et accessoires de plein air
6680,1294210259,132,0.94742686,1300,Puériculture,Catégorie 1300
6681,928753168,13,0.30214447,40,Modélisme,Catégorie 40
6682,1243380228,2582,0.9847968,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6683,876572837,1,0.4335492,10,Livres occasion,Catégorie 10
6684,1280268784,206,0.8841462,1560,Décoration,Catégorie 1560
6685,940072270,114,0.99453014,1160,Objets pop culture,Catégorie 1160
6686,1312734137,132,0.10934102,1280,Puériculture,Catégorie 1280
6687,1299090864,1302,0.68076485,2403,Jeux et accessoires de plein air,Lots livres et magazines
6688,1163471195,2583,0.81635255,2583,Piscine et accessoires,Piscine et accessoires
6689,148205630,114,0.9806791,1160,Objets pop culture,Catégorie 1160
6690,1262299763,2585,0.77257913,2585,Outillage de jardin,Outillage de jardin
6691,1023317627,114,0.86528695,1160,Objets pop culture,Catégorie 1160
6692,1189187385,156,0.56647056,1301,Mobilier,Lingerie enfant et jeu de bar
6693,971477665,132,0.24732149,2522,Puériculture,Fournitures papeterie
6694,885069293,2705,0.37385863,10,Livres neufs,Catégorie 10
6695,1001469,4,0.84780127,40,Jeux consoles neuf,Catégorie 40
6696,1075760872,2583,0.7993685,2583,Piscine et accessoires,Piscine et accessoires
6697,1306897782,2583,0.41553473,2585,Piscine et accessoires,Outillage de jardin
6698,1117722199,1301,0.9297971,2583,Lingerie enfant et jeu de bar,Piscine et accessoires
6699,862578472,2585,0.07713584,2280,Outillage de jardin,Catégorie 2280
6700,833061650,2522,0.3399681,1281,Fournitures papeterie,Jeux enfant
6701,445317430,1302,0.93010855,2280,Jeux et accessoires de plein air,Catégorie 2280
6702,1311432703,132,0.46238327,1300,Puériculture,Catégorie 1300
6703,1027334558,1302,0.99205005,2280,Jeux et accessoires de plein air,Catégorie 2280
6704,941622199,2583,0.9899365,2583,Piscine et accessoires,Piscine et accessoires
6705,1066596512,114,0.10349473,2060,Objets pop culture,Catégorie 2060
6706,1007848186,13,0.3268476,40,Modélisme,Catégorie 40
6707,1307830724,132,0.84847194,1300,Puériculture,Catégorie 1300
6708,1186609981,2462,0.41489547,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
6709,1051759614,2585,0.85087013,2585,Outillage de jardin,Outillage de jardin
6710,1076524329,2582,0.20461226,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6711,1274894910,206,0.680604,2582,Décoration,Mobilier et accessoires de jardin
6712,1275567451,118,0.27513364,1281,Jeux de rôle et figurines,Jeux enfant
6713,1328299874,1281,0.9817628,1280,Jeux enfant,Catégorie 1280
6714,1244873909,2583,0.8810636,2583,Piscine et accessoires,Piscine et accessoires
6715,868360823,2905,0.4440137,1300,Jeux PC en téléchargement,Catégorie 1300
6716,1092101858,132,0.5536449,1281,Puériculture,Jeux enfant
6717,1123917734,192,0.8576404,1302,Linge de maison,Jeux et accessoires de plein air
6718,1283461838,2582,0.5827417,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6719,1280241955,1281,0.7055278,2060,Jeux enfant,Catégorie 2060
6720,1310485602,1281,0.31686437,1560,Jeux enfant,Catégorie 1560
6721,919350460,114,0.6907439,1160,Objets pop culture,Catégorie 1160
6722,996086226,118,0.12954298,1320,Jeux de rôle et figurines,Catégorie 1320
6723,1280790130,2403,0.6038572,2403,Lots livres et magazines,Lots livres et magazines
6724,1191028065,132,0.8330229,1300,Puériculture,Catégorie 1300
6725,1243659085,2583,0.9762607,2583,Piscine et accessoires,Piscine et accessoires
6726,866382420,1,0.93696046,10,Livres occasion,Catégorie 10
6727,956385833,2522,0.44961813,2522,Fournitures papeterie,Fournitures papeterie
6728,1275999796,192,0.5632275,1302,Linge de maison,Jeux et accessoires de plein air
6729,1215428947,1281,0.79264176,1302,Jeux enfant,Jeux et accessoires de plein air
6730,940531814,2522,0.9591722,2522,Fournitures papeterie,Fournitures papeterie
6731,984543156,1281,0.33699623,1281,Jeux enfant,Jeux enfant
6732,1275628969,132,0.49572545,1281,Puériculture,Jeux enfant
6733,1324210672,192,0.98287165,1302,Linge de maison,Jeux et accessoires de plein air
6734,1052190003,206,0.3377582,2583,Décoration,Piscine et accessoires
6735,1066162012,2705,0.6856908,2705,Livres neufs,Livres neufs
6736,1196820114,2403,0.52508307,1281,Lots livres et magazines,Jeux enfant
6737,1187017438,2585,0.42648837,2060,Outillage de jardin,Catégorie 2060
6738,1257237868,132,0.94170994,1300,Puériculture,Catégorie 1300
6739,1212616279,2462,0.39141685,2403,Console et Jeux vidéos occasion,Lots livres et magazines
6740,1009307463,1,0.20052654,2280,Livres occasion,Catégorie 2280
6741,941433050,13,0.8549713,1140,Modélisme,Catégorie 1140
6742,1316348514,156,0.31291285,1920,Mobilier,Catégorie 1920
6743,1265241122,2582,0.83151585,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6744,1295960474,2583,0.45718396,2583,Piscine et accessoires,Piscine et accessoires
6745,1200636293,2403,0.80476755,2403,Lots livres et magazines,Lots livres et magazines
6746,1312271355,206,0.2716205,1920,Décoration,Catégorie 1920
6747,1309621543,228,0.92504454,1940,Journaux et revues occasion,Catégorie 1940
6748,1252574223,2582,0.30339894,1300,Mobilier et accessoires de jardin,Catégorie 1300
6749,1182181985,2522,0.9301601,2522,Fournitures papeterie,Fournitures papeterie
6750,1243460024,2403,0.915912,2403,Lots livres et magazines,Lots livres et magazines
6751,1276438251,132,0.7757134,1300,Puériculture,Catégorie 1300
6752,1235381378,2403,0.87617606,2403,Lots livres et magazines,Lots livres et magazines
6753,1306164931,194,0.5160832,1320,Épicerie,Catégorie 1320
6754,987698875,128,0.5926945,2522,Jouets enfant,Fournitures papeterie
6755,1139064758,118,0.4330248,1280,Jeux de rôle et figurines,Catégorie 1280
6756,1305764272,2522,0.98427874,2522,Fournitures papeterie,Fournitures papeterie
6757,1235695317,206,0.79031867,1560,Décoration,Catégorie 1560
6758,1287832221,132,0.59552306,1300,Puériculture,Catégorie 1300
6759,1124991078,2403,0.29894605,2403,Lots livres et magazines,Lots livres et magazines
6760,1158032646,2905,0.9137301,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
6761,1079794219,2585,0.5334622,2582,Outillage de jardin,Mobilier et accessoires de jardin
6762,1220640643,2462,0.9666412,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
6763,1067413901,206,0.9427039,1560,Décoration,Catégorie 1560
6764,1155746983,2585,0.4806173,1300,Outillage de jardin,Catégorie 1300
6765,1323513989,222,0.9391951,1920,Animalerie,Catégorie 1920
6766,949120782,156,0.98608273,1301,Mobilier,Lingerie enfant et jeu de bar
6767,847536729,2705,0.4402129,2280,Livres neufs,Catégorie 2280
6768,987617846,118,0.71794176,1280,Jeux de rôle et figurines,Catégorie 1280
6769,248614586,2905,0.26272458,40,Jeux PC en téléchargement,Catégorie 40
6770,1323379927,118,0.58076066,1280,Jeux de rôle et figurines,Catégorie 1280
6771,1077699154,2705,0.9485395,2705,Livres neufs,Livres neufs
6772,1190251058,194,0.266909,2583,Épicerie,Piscine et accessoires
6773,1323051316,222,0.91558737,1920,Animalerie,Catégorie 1920
6774,922812102,132,0.21937566,2220,Puériculture,Catégorie 2220
6775,925364872,2403,0.11350817,2522,Lots livres et magazines,Fournitures papeterie
6776,1265224768,2583,0.9482548,2583,Piscine et accessoires,Piscine et accessoires
6777,833459849,4,0.5062732,40,Jeux consoles neuf,Catégorie 40
6778,1308917512,2522,0.830842,2522,Fournitures papeterie,Fournitures papeterie
6779,1230769666,2583,0.99837625,2583,Piscine et accessoires,Piscine et accessoires
6780,974857228,132,0.9613995,1300,Puériculture,Catégorie 1300
6781,1275410021,2582,0.815311,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6782,1289153811,1281,0.20174634,2060,Jeux enfant,Catégorie 2060
6783,1116346155,2585,0.43994084,50,Outillage de jardin,Catégorie 50
6784,1057995617,2705,0.9760663,2705,Livres neufs,Livres neufs
6785,1121357971,5,0.19474472,50,Accessoires gaming,Catégorie 50
6786,854234332,1,0.90402347,10,Livres occasion,Catégorie 10
6787,1198112256,2705,0.4540663,2705,Livres neufs,Livres neufs
6788,867067920,2522,0.2906698,2522,Fournitures papeterie,Fournitures papeterie
6789,1156654205,2585,0.9952493,2585,Outillage de jardin,Outillage de jardin
6790,1198118155,1302,0.53527063,2705,Jeux et accessoires de plein air,Livres neufs
6791,1155889083,222,0.9707099,1920,Animalerie,Catégorie 1920
6792,1072423329,1,0.43759087,2403,Livres occasion,Lots livres et magazines
6793,1278354903,2403,0.8775222,2403,Lots livres et magazines,Lots livres et magazines
6794,1317269018,5,0.3316078,50,Accessoires gaming,Catégorie 50
6795,1148840041,128,0.2560736,1280,Jouets enfant,Catégorie 1280
6796,1009325772,1302,0.9577612,2280,Jeux et accessoires de plein air,Catégorie 2280
6797,1246302187,2583,0.85750085,2583,Piscine et accessoires,Piscine et accessoires
6798,1043113488,194,0.31766623,1320,Épicerie,Catégorie 1320
