original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name,true_category_name
6735,1066162012,2705,0.98102323,2705,Livres neufs,Livres neufs
6736,1196820114,1281,0.76809304,1281,Jeux enfant,Jeux enfant
6737,1187017438,2060,0.56461558,2060,Catégorie 2060,Catégorie 2060
6738,1257237868,1300,0.99187217,1300,Catégorie 1300,Catégorie 1300
6739,1212616279,2403,0.99655413,2403,Lots livres et magazines,Lots livres et magazines
6740,1009307463,2280,0.95618662,2280,Catégorie 2280,Catégorie 2280
6741,941433050,1320,0.39735987,1140,Catégorie 1320,Catégorie 1140
6742,1316348514,1560,0.90477672,1920,Catégorie 1560,Catégorie 1920
6743,1265241122,2582,0.99095351,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6744,1295960474,2585,0.6058121,2583,Outillage de jardin,Piscine et accessoires
6745,1200636293,2403,0.72083419,2403,Lots livres et magazines,Lots livres et magazines
6746,1312271355,1920,0.95087676,1920,Catégorie 1920,Catégorie 1920
6747,1309621543,1940,0.99920942,1940,Catégorie 1940,Catégorie 1940
6748,1252574223,1300,0.99988814,1300,Catégorie 1300,Catégorie 1300
6749,1182181985,2522,0.88773285,2522,Fournitures papeterie,Fournitures papeterie
6750,1243460024,2403,0.99999379,2403,Lots livres et magazines,Lots livres et magazines
6751,1276438251,1300,0.96737313,1300,Catégorie 1300,Catégorie 1300
6752,1235381378,2403,0.53247046,2403,Lots livres et magazines,Lots livres et magazines
6753,1306164931,1320,0.86290624,1320,Catégorie 1320,Catégorie 1320
6754,987698875,2522,0.99999216,2522,Fournitures papeterie,Fournitures papeterie
6755,1139064758,1280,0.64623426,1280,Catégorie 1280,Catégorie 1280
6756,1305764272,2522,0.99886966,2522,Fournitures papeterie,Fournitures papeterie
6757,1235695317,1560,0.94381568,1560,Catégorie 1560,Catégorie 1560
6758,1287832221,1300,0.98501464,1300,Catégorie 1300,Catégorie 1300
6759,1124991078,10,0.59744341,2403,Catégorie 10,Lots livres et magazines
6760,1158032646,2905,0.99999969,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
6761,1079794219,2582,0.97377279,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6762,1220640643,50,0.50674769,2462,Catégorie 50,Console et Jeux vidéos occasion
6763,1067413901,1560,0.81636943,1560,Catégorie 1560,Catégorie 1560
6764,1155746983,1140,0.20921617,1300,Catégorie 1140,Catégorie 1300
6765,1323513989,1920,0.98939163,1920,Catégorie 1920,Catégorie 1920
6766,949120782,1301,0.99919159,1301,Lingerie enfant et jeu de bar,Lingerie enfant et jeu de bar
6767,847536729,10,0.25993016,2280,Catégorie 10,Catégorie 2280
6768,987617846,1280,0.49155947,1280,Catégorie 1280,Catégorie 1280
6769,248614586,40,0.92004915,40,Catégorie 40,Catégorie 40
6770,1323379927,1280,0.92604125,1280,Catégorie 1280,Catégorie 1280
6771,1077699154,2705,0.35085616,2705,Livres neufs,Livres neufs
6772,1190251058,2583,0.99976622,2583,Piscine et accessoires,Piscine et accessoires
6773,1323051316,1920,0.9637834,1920,Catégorie 1920,Catégorie 1920
6774,922812102,2220,0.89314542,2220,Catégorie 2220,Catégorie 2220
6775,925364872,2280,0.35893986,2522,Catégorie 2280,Fournitures papeterie
6776,1265224768,2583,0.99999915,2583,Piscine et accessoires,Piscine et accessoires
6777,833459849,1280,0.38022888,40,Catégorie 1280,Catégorie 40
6778,1308917512,2522,0.99875041,2522,Fournitures papeterie,Fournitures papeterie
6779,1230769666,2583,0.99876005,2583,Piscine et accessoires,Piscine et accessoires
6780,974857228,1300,0.62526516,1300,Catégorie 1300,Catégorie 1300
6781,1275410021,2582,0.94678945,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6782,1289153811,2060,0.97796364,2060,Catégorie 2060,Catégorie 2060
6783,1116346155,50,0.93271318,50,Catégorie 50,Catégorie 50
6784,1057995617,2705,0.99409834,2705,Livres neufs,Livres neufs
6785,1121357971,50,0.97649415,50,Catégorie 50,Catégorie 50
6786,854234332,10,0.46790884,10,Catégorie 10,Catégorie 10
6787,1198112256,2705,0.99181858,2705,Livres neufs,Livres neufs
6788,867067920,2522,0.94300077,2522,Fournitures papeterie,Fournitures papeterie
6789,1156654205,2585,0.99681538,2585,Outillage de jardin,Outillage de jardin
6790,1198118155,2705,0.6854045,2705,Livres neufs,Livres neufs
6791,1155889083,1920,0.9818374,1920,Catégorie 1920,Catégorie 1920
6792,1072423329,2280,0.3761572,2403,Catégorie 2280,Lots livres et magazines
6793,1278354903,2403,0.64632456,2403,Lots livres et magazines,Lots livres et magazines
6794,1317269018,1280,0.36557354,50,Catégorie 1280,Catégorie 50
6795,1148840041,1140,0.33681335,1280,Catégorie 1140,Catégorie 1280
6796,1009325772,2280,0.9819185,2280,Catégorie 2280,Catégorie 2280
6797,1246302187,2583,0.99999838,2583,Piscine et accessoires,Piscine et accessoires
6798,1043113488,1320,0.96999393,1320,Catégorie 1320,Catégorie 1320
6799,926827857,1160,0.9224267,1160,Catégorie 1160,Catégorie 1160
6800,1285918937,1140,0.97193042,1140,Catégorie 1140,Catégorie 1140
6801,1321799499,1280,0.39857683,1281,Catégorie 1280,Jeux enfant
6802,1083556067,1140,0.98849734,1140,Catégorie 1140,Catégorie 1140
6803,1241425331,1140,0.83257491,1140,Catégorie 1140,Catégorie 1140
6804,1278906547,1920,0.87364094,1920,Catégorie 1920,Catégorie 1920
6805,1250832495,2705,0.91055538,2705,Livres neufs,Livres neufs
6806,980090210,10,0.3071326,2280,Catégorie 10,Catégorie 2280
6807,1234714107,2060,0.98949671,2060,Catégorie 2060,Catégorie 2060
6808,1223595728,1560,0.98042737,1560,Catégorie 1560,Catégorie 1560
6809,1316104492,60,0.99996619,60,Catégorie 60,Catégorie 60
6810,966281156,50,0.52981282,50,Catégorie 50,Catégorie 50
6811,1316123747,60,0.99992275,60,Catégorie 60,Catégorie 60
6812,1265206643,2585,0.95980427,2585,Outillage de jardin,Outillage de jardin
6813,933236278,40,0.9944076,40,Catégorie 40,Catégorie 40
6814,1088219075,2403,0.80454521,2403,Lots livres et magazines,Lots livres et magazines
6815,1257426056,2060,0.75851692,1320,Catégorie 2060,Catégorie 1320
6816,958198976,40,0.97096666,40,Catégorie 40,Catégorie 40
6817,1196212519,2583,0.99986652,2583,Piscine et accessoires,Piscine et accessoires
6818,1153084654,10,0.46340712,2403,Catégorie 10,Lots livres et magazines
6819,1313588207,2220,0.99998543,2220,Catégorie 2220,Catégorie 2220
6820,1275402471,1920,0.99627787,1920,Catégorie 1920,Catégorie 1920
6821,1117041872,2462,0.96001127,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
6822,1090754430,1301,0.99980137,1301,Lingerie enfant et jeu de bar,Lingerie enfant et jeu de bar
6823,949384666,2583,0.99946309,2583,Piscine et accessoires,Piscine et accessoires
6824,1156925696,2583,0.99984322,2583,Piscine et accessoires,Piscine et accessoires
6825,1102348656,50,0.30164705,50,Catégorie 50,Catégorie 50
6826,1118395946,1280,0.21211087,1280,Catégorie 1280,Catégorie 1280
6827,1010051639,1140,0.94155845,1140,Catégorie 1140,Catégorie 1140
6828,1261173642,2583,0.99923684,2583,Piscine et accessoires,Piscine et accessoires
6829,1195469777,50,0.99405944,50,Catégorie 50,Catégorie 50
6830,1317927537,2582,0.53337802,2060,Mobilier et accessoires de jardin,Catégorie 2060
6831,1307788232,1300,0.98374457,1300,Catégorie 1300,Catégorie 1300
6832,960000801,40,0.81797788,40,Catégorie 40,Catégorie 40
6833,849993532,1140,0.74161196,1140,Catégorie 1140,Catégorie 1140
6834,1306815907,2522,0.99876557,2522,Fournitures papeterie,Fournitures papeterie
6835,1101787928,1560,0.9707533,1560,Catégorie 1560,Catégorie 1560
6836,1226405811,2583,0.99999957,2583,Piscine et accessoires,Piscine et accessoires
6837,1316751082,2060,0.58866083,2060,Catégorie 2060,Catégorie 2060
6838,1102363745,1320,0.99508795,1320,Catégorie 1320,Catégorie 1320
6839,869110747,2280,0.80313239,2280,Catégorie 2280,Catégorie 2280
6840,1157392727,2705,0.98496262,2705,Livres neufs,Livres neufs
6841,1164340354,1160,0.99608979,1160,Catégorie 1160,Catégorie 1160
6842,862579167,2522,0.9998269,2522,Fournitures papeterie,Fournitures papeterie
6843,1240912951,2705,0.93734543,2705,Livres neufs,Livres neufs
6844,1260343320,1302,0.99979718,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
6845,1255299282,1940,0.99969196,1940,Catégorie 1940,Catégorie 1940
6846,939531910,2462,0.49897147,60,Console et Jeux vidéos occasion,Catégorie 60
6847,1261173945,2583,0.99999022,2583,Piscine et accessoires,Piscine et accessoires
6848,1104879356,2403,0.99477874,2403,Lots livres et magazines,Lots livres et magazines
6849,1117041862,50,0.98246606,50,Catégorie 50,Catégorie 50
6850,1217414916,2583,0.99986832,2583,Piscine et accessoires,Piscine et accessoires
6851,1107915868,2905,0.99999995,2905,Jeux PC en téléchargement,Jeux PC en téléchargement
6852,1045589330,10,0.22710355,2585,Catégorie 10,Outillage de jardin
6853,1320238277,2060,0.82747507,2060,Catégorie 2060,Catégorie 2060
6854,1128383251,2403,0.25582139,2403,Lots livres et magazines,Lots livres et magazines
6855,1027098746,2280,0.93342917,2280,Catégorie 2280,Catégorie 2280
6856,847585740,2705,0.57186332,2280,Livres neufs,Catégorie 2280
6857,1272469251,2220,0.99201746,2220,Catégorie 2220,Catégorie 2220
6858,1316110811,60,0.99523055,60,Catégorie 60,Catégorie 60
6859,864060197,1140,0.63549712,1140,Catégorie 1140,Catégorie 1140
6860,1294819223,40,0.36847581,10,Catégorie 40,Catégorie 10
6861,1239905715,1320,0.99275544,1320,Catégorie 1320,Catégorie 1320
6862,1022794856,2522,0.99670874,2522,Fournitures papeterie,Fournitures papeterie
6863,1261174102,2583,0.99941773,2583,Piscine et accessoires,Piscine et accessoires
6864,1273758647,1920,0.99709568,1920,Catégorie 1920,Catégorie 1920
6865,1116609692,50,0.98920798,50,Catégorie 50,Catégorie 50
6866,1125160540,2705,0.86851912,2705,Livres neufs,Livres neufs
6867,1316095922,60,0.99998201,60,Catégorie 60,Catégorie 60
6868,1197095900,10,0.72810005,10,Catégorie 10,Catégorie 10
6869,1283630377,2582,0.97767386,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6870,833260134,2705,0.41773488,10,Livres neufs,Catégorie 10
6871,1316100364,60,0.99961275,60,Catégorie 60,Catégorie 60
6872,1007039965,10,0.69748065,10,Catégorie 10,Catégorie 10
6873,1279054687,1560,0.96441022,1920,Catégorie 1560,Catégorie 1920
6874,860347177,1281,0.34297385,2280,Jeux enfant,Catégorie 2280
6875,987665483,1140,0.98788528,1140,Catégorie 1140,Catégorie 1140
6876,1324033083,1302,0.99543671,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
6877,923548704,2705,0.97164613,2403,Livres neufs,Lots livres et magazines
6878,1062486162,1160,0.99997252,1160,Catégorie 1160,Catégorie 1160
6879,1275982956,1140,0.40262476,1302,Catégorie 1140,Jeux et accessoires de plein air
6880,1089813209,2280,0.63883056,2280,Catégorie 2280,Catégorie 2280
6881,1229918466,2585,0.98175282,2585,Outillage de jardin,Outillage de jardin
6882,1301521182,1940,0.62256938,1560,Catégorie 1940,Catégorie 1560
6883,1151869663,1920,0.94921303,1920,Catégorie 1920,Catégorie 1920
6884,1226564265,10,0.36326594,2403,Catégorie 10,Lots livres et magazines
6885,1323311469,1302,0.99364124,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
6886,1196885489,2583,0.44580452,2583,Piscine et accessoires,Piscine et accessoires
6887,1301425820,2582,0.68924926,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6888,1269772301,2582,0.97331883,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6889,1214296817,2582,0.43086202,1920,Mobilier et accessoires de jardin,Catégorie 1920
6890,1283439178,10,0.35057611,10,Catégorie 10,Catégorie 10
6891,981600926,1160,0.86893057,1160,Catégorie 1160,Catégorie 1160
6892,1243659834,2583,0.99851092,2583,Piscine et accessoires,Piscine et accessoires
6893,896918768,10,0.62154067,10,Catégorie 10,Catégorie 10
6894,1088232280,2522,0.98663618,2522,Fournitures papeterie,Fournitures papeterie
6895,1200587840,2403,0.69425853,2403,Lots livres et magazines,Lots livres et magazines
6896,1268742742,2583,0.998835,2583,Piscine et accessoires,Piscine et accessoires
6897,933238974,40,0.9914291,40,Catégorie 40,Catégorie 40
6898,1062300236,40,0.57035041,40,Catégorie 40,Catégorie 40
6899,1274578910,10,0.47348126,10,Catégorie 10,Catégorie 10
6900,1190251986,2583,0.99998922,2583,Piscine et accessoires,Piscine et accessoires
6901,949982892,40,0.81851277,40,Catégorie 40,Catégorie 40
6902,291810750,1160,0.99081981,1160,Catégorie 1160,Catégorie 1160
6903,935883504,2280,0.57768075,2280,Catégorie 2280,Catégorie 2280
6904,1231460995,2403,0.56022937,2403,Lots livres et magazines,Lots livres et magazines
6905,1311189850,2060,0.97307512,2060,Catégorie 2060,Catégorie 2060
6906,1279867387,1160,0.98007138,1160,Catégorie 1160,Catégorie 1160
6907,1223624166,50,0.3202542,60,Catégorie 50,Catégorie 60
6908,1031000969,2705,0.99965591,2705,Livres neufs,Livres neufs
6909,1246513084,1560,0.8373457,1560,Catégorie 1560,Catégorie 1560
6910,1316315869,60,0.99889876,60,Catégorie 60,Catégorie 60
6911,981054564,2522,0.24482411,2522,Fournitures papeterie,Fournitures papeterie
6912,1289007489,2403,0.91430243,2403,Lots livres et magazines,Lots livres et magazines
6913,1190973165,1560,0.27364553,1560,Catégorie 1560,Catégorie 1560
6914,1230826682,1160,0.99981452,1160,Catégorie 1160,Catégorie 1160
6915,1254657428,2060,0.4636237,2060,Catégorie 2060,Catégorie 2060
6916,1265208690,2582,0.66211678,2583,Mobilier et accessoires de jardin,Piscine et accessoires
6917,990268452,1160,0.99960889,1160,Catégorie 1160,Catégorie 1160
6918,961863977,1140,0.95059231,1140,Catégorie 1140,Catégorie 1140
6919,1139117582,2403,0.9974076,2403,Lots livres et magazines,Lots livres et magazines
6920,1129164974,2522,0.58787454,2522,Fournitures papeterie,Fournitures papeterie
6921,921733111,1140,0.98936386,1140,Catégorie 1140,Catégorie 1140
6922,1311215575,1300,0.95571281,1300,Catégorie 1300,Catégorie 1300
6923,1140986011,1160,0.22084126,2522,Catégorie 1160,Fournitures papeterie
6924,525465130,10,0.40532676,10,Catégorie 10,Catégorie 10
6925,1248831833,2522,0.99766533,2522,Fournitures papeterie,Fournitures papeterie
6926,1240727948,1300,0.97994444,1300,Catégorie 1300,Catégorie 1300
6927,1089464816,1560,0.92807987,1560,Catégorie 1560,Catégorie 1560
6928,1318340484,1160,0.79208598,1160,Catégorie 1160,Catégorie 1160
6929,1309964165,1300,0.98747397,1300,Catégorie 1300,Catégorie 1300
6930,1264900493,2582,0.98520421,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
6931,1178455406,1560,0.99542722,1560,Catégorie 1560,Catégorie 1560
6932,1241787263,10,0.65373161,10,Catégorie 10,Catégorie 10
6933,1209286919,1180,0.98979232,1180,Catégorie 1180,Catégorie 1180
6934,1312447084,2060,0.88246201,2060,Catégorie 2060,Catégorie 2060
6935,1079274934,2280,0.88298166,2280,Catégorie 2280,Catégorie 2280
6936,1269512612,1302,0.99221028,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
6937,1278817832,1300,0.59601138,1302,Catégorie 1300,Jeux et accessoires de plein air
6938,1249533235,2583,0.99903095,2583,Piscine et accessoires,Piscine et accessoires
6939,1270219421,2583,0.99999148,2583,Piscine et accessoires,Piscine et accessoires
6940,1041650253,1140,0.31995352,1280,Catégorie 1140,Catégorie 1280
6941,1177653285,2585,0.79133527,2582,Outillage de jardin,Mobilier et accessoires de jardin
6942,1251982386,10,0.37800848,10,Catégorie 10,Catégorie 10
6943,1276348811,2583,0.99996675,2583,Piscine et accessoires,Piscine et accessoires
6944,1018393726,2522,0.94351442,2522,Fournitures papeterie,Fournitures papeterie
6945,975261028,1180,0.99930996,1180,Catégorie 1180,Catégorie 1180
6946,1213349315,1560,0.96526998,1560,Catégorie 1560,Catégorie 1560
6947,150327030,1160,0.99830592,1160,Catégorie 1160,Catégorie 1160
6948,976367196,2060,0.8847098,2060,Catégorie 2060,Catégorie 2060
6949,1007540130,2280,0.76393827,2280,Catégorie 2280,Catégorie 2280
6950,1227388914,1160,0.99943052,1160,Catégorie 1160,Catégorie 1160
6951,1310843178,1281,0.6988741,1280,Jeux enfant,Catégorie 1280
6952,1174592015,2583,0.99820707,2583,Piscine et accessoires,Piscine et accessoires
6953,1027723406,2585,0.43968633,2522,Outillage de jardin,Fournitures papeterie
6954,1280353413,1560,0.30580655,2060,Catégorie 1560,Catégorie 2060
6955,1168908533,2403,0.99999409,2403,Lots livres et magazines,Lots livres et magazines
6956,1066930639,2583,0.99887751,2583,Piscine et accessoires,Piscine et accessoires
6957,1032828672,2705,0.9751382,2705,Livres neufs,Livres neufs
6958,1242115218,1280,0.59982901,1280,Catégorie 1280,Catégorie 1280
6959,1198889385,2705,0.9885678,2705,Livres neufs,Livres neufs
6960,1092264979,10,0.19436428,2585,Catégorie 10,Outillage de jardin
6961,1243295778,2462,0.87234578,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
6962,244718230,1160,0.83430126,1160,Catégorie 1160,Catégorie 1160
6963,1190259077,2583,0.99901696,2583,Piscine et accessoires,Piscine et accessoires
6964,1261173969,2583,0.99999264,2583,Piscine et accessoires,Piscine et accessoires
6965,1248835956,2522,0.9632156,2522,Fournitures papeterie,Fournitures papeterie
6966,1255255898,1920,0.99825082,1920,Catégorie 1920,Catégorie 1920
6967,1039022348,2583,0.28713396,1302,Piscine et accessoires,Jeux et accessoires de plein air
6968,1052643996,10,0.32925193,2705,Catégorie 10,Livres neufs
6969,1074736044,1180,0.92596975,1300,Catégorie 1180,Catégorie 1300
6970,1249533230,2583,0.99737143,2583,Piscine et accessoires,Piscine et accessoires
6971,1268568320,2583,0.98306483,2583,Piscine et accessoires,Piscine et accessoires
6972,1306041246,1160,0.99971751,1160,Catégorie 1160,Catégorie 1160
6973,1276525796,1920,0.39313289,1920,Catégorie 1920,Catégorie 1920
6974,921098409,2585,0.71238805,2585,Outillage de jardin,Outillage de jardin
6975,958854254,40,0.990928,40,Catégorie 40,Catégorie 40
6976,969967008,10,0.5860393,2280,Catégorie 10,Catégorie 2280
6977,1273136976,1560,0.97677102,1560,Catégorie 1560,Catégorie 1560
6978,1009332763,2280,0.98884229,2280,Catégorie 2280,Catégorie 2280
6979,1026811942,2280,0.98893805,2280,Catégorie 2280,Catégorie 2280
6980,1047105575,2462,0.91882391,10,Console et Jeux vidéos occasion,Catégorie 10
6981,1306853004,1560,0.56517623,1560,Catégorie 1560,Catégorie 1560
6982,1304028166,1300,0.99999646,1300,Catégorie 1300,Catégorie 1300
6983,1323292378,1280,0.8391961,1280,Catégorie 1280,Catégorie 1280
6984,1258102766,2705,0.9527919,2705,Livres neufs,Livres neufs
6985,1146387172,2462,0.53451753,60,Console et Jeux vidéos occasion,Catégorie 60
6986,1314540640,2585,0.98810199,2585,Outillage de jardin,Outillage de jardin
6987,1274228662,1160,0.7825017,1160,Catégorie 1160,Catégorie 1160
6988,1265216296,2583,0.99986495,2583,Piscine et accessoires,Piscine et accessoires
6989,1317936875,2583,0.99980196,2583,Piscine et accessoires,Piscine et accessoires
6990,1176770918,2403,0.6188609,2403,Lots livres et magazines,Lots livres et magazines
6991,1068706320,2403,0.95962395,2403,Lots livres et magazines,Lots livres et magazines
6992,1159922353,2522,0.9937807,2522,Fournitures papeterie,Fournitures papeterie
6993,1272873171,10,0.8156562,1940,Catégorie 10,Catégorie 1940
6994,1318312013,40,0.28957048,1280,Catégorie 40,Catégorie 1280
6995,1118910528,1940,0.95281384,1940,Catégorie 1940,Catégorie 1940
6996,964207395,1160,0.87049841,1160,Catégorie 1160,Catégorie 1160
6997,1204352267,10,0.70283269,10,Catégorie 10,Catégorie 10
6998,568668204,2280,0.46558828,2280,Catégorie 2280,Catégorie 2280
6999,1050936619,1940,0.98293432,1940,Catégorie 1940,Catégorie 1940
7000,987726994,1300,0.97414497,1300,Catégorie 1300,Catégorie 1300
7001,1257497922,2585,0.69625342,1560,Outillage de jardin,Catégorie 1560
7002,1277887968,1560,0.99334143,1560,Catégorie 1560,Catégorie 1560
7003,1096612023,2403,0.41665831,2403,Lots livres et magazines,Lots livres et magazines
7004,1280687606,1300,0.98502973,1300,Catégorie 1300,Catégorie 1300
7005,67284,10,0.15916305,10,Catégorie 10,Catégorie 10
7006,1181550574,2462,0.83459551,2462,Console et Jeux vidéos occasion,Console et Jeux vidéos occasion
7007,1069640897,40,0.99307879,40,Catégorie 40,Catégorie 40
7008,1269848794,2585,0.95473691,2585,Outillage de jardin,Outillage de jardin
7009,1192033177,1320,0.9947018,1320,Catégorie 1320,Catégorie 1320
7010,1092258017,2585,0.91549771,2585,Outillage de jardin,Outillage de jardin
7011,1240226450,1280,0.71744265,1280,Catégorie 1280,Catégorie 1280
7012,1234565940,2280,0.28211185,2403,Catégorie 2280,Lots livres et magazines
7013,1250262062,1300,0.98285954,1300,Catégorie 1300,Catégorie 1300
7014,1305324541,1280,0.46071052,1300,Catégorie 1280,Catégorie 1300
7015,1310048174,1300,0.98980287,1300,Catégorie 1300,Catégorie 1300
7016,1238314583,2280,0.95782519,2280,Catégorie 2280,Catégorie 2280
7017,1319668266,1301,0.98987943,1280,Lingerie enfant et jeu de bar,Catégorie 1280
7018,1221051465,2585,0.80776578,2585,Outillage de jardin,Outillage de jardin
7019,1194432289,1560,0.9870945,1560,Catégorie 1560,Catégorie 1560
7020,1275647128,1281,0.93869762,1281,Jeux enfant,Jeux enfant
7021,1273142197,1920,0.99814279,1920,Catégorie 1920,Catégorie 1920
7022,1317999839,1920,0.81091679,1920,Catégorie 1920,Catégorie 1920
7023,1316102945,60,0.99989082,60,Catégorie 60,Catégorie 60
7024,1275716423,10,0.63226152,1940,Catégorie 10,Catégorie 1940
7025,1186935689,2220,0.95587581,2220,Catégorie 2220,Catégorie 2220
7026,1224365829,2403,0.99999379,2403,Lots livres et magazines,Lots livres et magazines
7027,1174587181,2583,0.99947014,2583,Piscine et accessoires,Piscine et accessoires
7028,1294420694,1280,0.35278162,1560,Catégorie 1280,Catégorie 1560
7029,1029511489,2583,0.99611872,2583,Piscine et accessoires,Piscine et accessoires
7030,1218050368,1160,0.99313012,1160,Catégorie 1160,Catégorie 1160
7031,1240950194,1560,0.79627052,1560,Catégorie 1560,Catégorie 1560
7032,892798683,2280,0.77407838,2280,Catégorie 2280,Catégorie 2280
7033,1304048805,2522,0.99487901,2522,Fournitures papeterie,Fournitures papeterie
7034,1261428326,1301,0.99982319,1301,Lingerie enfant et jeu de bar,Lingerie enfant et jeu de bar
7035,1233578250,2403,0.35446211,1560,Lots livres et magazines,Catégorie 1560
7036,1267722163,2585,0.43854617,2522,Outillage de jardin,Fournitures papeterie
7037,1254460831,1560,0.54047704,1560,Catégorie 1560,Catégorie 1560
7038,1241400597,1140,0.96571419,1140,Catégorie 1140,Catégorie 1140
7039,1257222972,2585,0.97168713,2585,Outillage de jardin,Outillage de jardin
7040,971424025,2522,0.92544754,2522,Fournitures papeterie,Fournitures papeterie
7041,1283324655,1320,0.97787723,1320,Catégorie 1320,Catégorie 1320
7042,1261407502,1301,0.99994121,1301,Lingerie enfant et jeu de bar,Lingerie enfant et jeu de bar
7043,894746961,2522,0.97285854,2522,Fournitures papeterie,Fournitures papeterie
7044,1025391192,50,0.9637618,50,Catégorie 50,Catégorie 50
7045,1075760093,2583,0.99999987,2583,Piscine et accessoires,Piscine et accessoires
7046,950090822,2403,0.76250935,2403,Lots livres et magazines,Lots livres et magazines
7047,1275501619,2060,0.91502931,2060,Catégorie 2060,Catégorie 2060
7048,1211983052,2583,0.99889111,2583,Piscine et accessoires,Piscine et accessoires
7049,1282551584,1300,0.98941383,1300,Catégorie 1300,Catégorie 1300
7050,1306342093,1140,0.79751164,1280,Catégorie 1140,Catégorie 1280
7051,1175702200,2582,0.54247287,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
7052,1225873802,2582,0.81974823,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
7053,1324054128,1302,0.99952076,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
7054,933236972,40,0.99470881,40,Catégorie 40,Catégorie 40
7055,1121419861,2583,0.99053331,2583,Piscine et accessoires,Piscine et accessoires
7056,1095177794,1160,0.99997254,1160,Catégorie 1160,Catégorie 1160
7057,1053578881,1160,0.95342743,1160,Catégorie 1160,Catégorie 1160
7058,1313911432,2060,0.595645,2060,Catégorie 2060,Catégorie 2060
7059,1240653953,2060,0.45656221,2060,Catégorie 2060,Catégorie 2060
7060,921492214,2280,0.40406055,2403,Catégorie 2280,Lots livres et magazines
7061,730759199,1281,0.94115005,40,Jeux enfant,Catégorie 40
7062,1255766760,1920,0.99130335,1920,Catégorie 1920,Catégorie 1920
7063,1198132922,2705,0.92633768,2705,Livres neufs,Livres neufs
7064,1211887608,2582,0.6918985,2582,Mobilier et accessoires de jardin,Mobilier et accessoires de jardin
7065,1323266264,1302,0.55256162,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
7066,687695055,1140,0.99370177,1140,Catégorie 1140,Catégorie 1140
7067,1241013381,2280,0.47962728,2705,Catégorie 2280,Livres neufs
7068,1084068225,2220,0.99671175,2220,Catégorie 2220,Catégorie 2220
7069,1264399961,2522,0.85415823,2522,Fournitures papeterie,Fournitures papeterie
7070,1313424549,1300,0.9837654,1300,Catégorie 1300,Catégorie 1300
7071,1242287495,10,0.41023664,1180,Catégorie 10,Catégorie 1180
7072,964259798,1320,0.97520642,1320,Catégorie 1320,Catégorie 1320
7073,1304033127,1300,0.99999541,1300,Catégorie 1300,Catégorie 1300
7074,1113097250,1320,0.97384215,1320,Catégorie 1320,Catégorie 1320
7075,1265541738,2582,0.31180207,1920,Mobilier et accessoires de jardin,Catégorie 1920
7076,1174587966,2583,0.99364339,2583,Piscine et accessoires,Piscine et accessoires
7077,1266505841,1560,0.89721315,1560,Catégorie 1560,Catégorie 1560
7078,1146711630,1140,0.51389121,2403,Catégorie 1140,Lots livres et magazines
7079,1236460347,2060,0.97164132,2060,Catégorie 2060,Catégorie 2060
7080,1176760096,2403,0.97870392,2403,Lots livres et magazines,Lots livres et magazines
7081,1243392097,2583,0.99799923,2583,Piscine et accessoires,Piscine et accessoires
7082,1308865289,2060,0.30352308,1560,Catégorie 2060,Catégorie 1560
7083,1113763857,2585,0.36469934,1302,Outillage de jardin,Jeux et accessoires de plein air
7084,1270454702,1560,0.86587009,1560,Catégorie 1560,Catégorie 1560
7085,893311902,1301,0.99993651,1301,Lingerie enfant et jeu de bar,Lingerie enfant et jeu de bar
7086,1172192459,1160,0.98904867,1160,Catégorie 1160,Catégorie 1160
7087,1292045464,2403,0.86124507,2403,Lots livres et magazines,Lots livres et magazines
7088,1282366512,10,0.16590224,2060,Catégorie 10,Catégorie 2060
7089,1307365115,1302,0.99006551,1280,Jeux et accessoires de plein air,Catégorie 1280
7090,1260397398,1302,0.51875197,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
7091,1273605585,1920,0.96626386,1920,Catégorie 1920,Catégorie 1920
7092,1198622658,1280,0.83357823,1280,Catégorie 1280,Catégorie 1280
7093,1212275164,1302,0.59468325,1302,Jeux et accessoires de plein air,Jeux et accessoires de plein air
7094,916551208,10,0.4842098,10,Catégorie 10,Catégorie 10
7095,1269503809,10,0.40725121,2705,Catégorie 10,Livres neufs
